sample_id,category,split,question_type,difficulty,question,ground_truth_answer,p_gen_MW,p_load_MW,p_loss_MW,v_min_pu,v_max_pu,u_line_pu,renewable_penetration_pct,bus_system,scenario_id,fault_type,fault_bus,fault_severity,template_id,human_authored,expert_validated,n_expert_reviewers,expert_mean_score,physics_valid,power_balance_error_MW,power_balance_pct,bleu_score,rouge_l,bertscore,physics_compliant_prediction,numerical_accuracy_pct,hallucination_flag,hallucination_category,inter_rater_kappa,data_generation_method,creation_date
MA_0011,market_analysis,train,reasoning,medium,How does a 214 MW generation outage affect real-time prices in Zone D?,Loss of 214 MW tightens supply margin from 15.6% to 10.1% and raises real-time price from 59.7 to 83.7 USD/MWh. Demand response at the 66 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,3667.392,3649.146,18.246,0.972,1.01,0.82,11.4,IEEE-14,SCN_MA_0011,none,N/A,N/A,T11,True,True,3,4.67,True,0.0,0.0,0.34,0.512,0.824,True,91.2,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0012,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 355 MW battery storage asset in today's market?,Optimal strategy: charge 355 MW overnight at 57.0 USD/MWh and discharge during the evening peak at forecast 89.0 USD/MWh. Expected daily arbitrage revenue is 42518 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 32398 USD. Power balance and voltage limits are maintained at all operating points.,4248.694,4227.556,21.138,1.0,1.019,0.663,25.2,IEEE-118,SCN_MA_0012,none,N/A,N/A,T12,True,True,3,3.67,True,0.0,0.0,0.367,0.487,0.854,True,93.8,False,none,0.82,physics-constrained synthetic generation,2024-01-01
MA_0013,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone B today?,Spinning reserve clears at 7.6 USD/MW-hour in Zone B. Total procurement for the 800 MW requirement costs 297923 USD/hour. Fast-frequency response from batteries clears at 13.2 USD/MW-hour.,4149.586,4128.941,20.645,0.977,1.034,0.87,12.4,IEEE-118,SCN_MA_0013,none,N/A,N/A,T01,True,True,3,3.33,True,0.0,0.0,0.361,0.438,0.857,True,92.4,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0014,market_analysis,train,reasoning,medium,How does a 277 MW generation outage affect real-time prices in Zone C?,Loss of 277 MW tightens supply margin from 17.4% to 11.3% and raises real-time price from 52.6 to 76.6 USD/MWh. Demand response at the 85 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,3391.683,3374.809,16.874,0.982,1.044,0.74,19.2,IEEE-118,SCN_MA_0014,none,N/A,N/A,T02,True,True,3,3.67,True,0.0,0.0,0.349,0.448,0.853,True,88.7,False,none,0.76,physics-constrained synthetic generation,2024-01-01
MA_0015,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 158 MW battery storage asset in today's market?,Optimal strategy: charge 158 MW overnight at 44.7 USD/MWh and discharge during the evening peak at forecast 76.7 USD/MWh. Expected daily arbitrage revenue is 50388 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 20717 USD. Power balance and voltage limits are maintained at all operating points.,2608.139,2597.748,10.391,0.971,1.022,0.697,62.1,IEEE-30,SCN_MA_0015,none,N/A,N/A,T03,True,True,3,3.67,True,0.0,0.0,0.366,0.425,0.856,True,89.0,False,none,0.83,physics-constrained synthetic generation,2024-01-01
MA_0016,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone E today?,Spinning reserve clears at 7.0 USD/MW-hour in Zone E. Total procurement for the 260 MW requirement costs 132779 USD/hour. Fast-frequency response from batteries clears at 14.6 USD/MW-hour.,2180.461,2167.456,13.005,0.991,1.036,0.758,26.4,IEEE-118,SCN_MA_0016,none,N/A,N/A,T04,True,True,3,3.33,True,0.0,0.0,0.376,0.482,0.834,True,89.8,False,none,0.75,physics-constrained synthetic generation,2024-01-01
MA_0017,market_analysis,train,reasoning,medium,How does a 225 MW generation outage affect real-time prices in Zone A?,Loss of 225 MW tightens supply margin from 17.5% to 11.4% and raises real-time price from 44.0 to 68.0 USD/MWh. Demand response at the 73 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,2913.39,2896.014,17.376,0.981,1.005,0.65,35.6,IEEE-30,SCN_MA_0017,none,N/A,N/A,T05,True,True,3,3.33,True,0.0,0.0,0.395,0.537,0.843,True,88.9,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0018,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 191 MW battery storage asset in today's market?,Optimal strategy: charge 191 MW overnight at 46.6 USD/MWh and discharge during the evening peak at forecast 78.6 USD/MWh. Expected daily arbitrage revenue is 54726 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 21755 USD. Power balance and voltage limits are maintained at all operating points.,3109.065,3093.597,15.468,0.965,1.022,0.734,17.4,IEEE-30,SCN_MA_0018,none,N/A,N/A,T06,True,True,3,4.0,True,0.0,0.0,0.397,0.46,0.854,True,93.6,False,none,0.78,physics-constrained synthetic generation,2024-01-01
MA_0019,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone E today?,Spinning reserve clears at 11.2 USD/MW-hour in Zone E. Total procurement for the 353 MW requirement costs 141033 USD/hour. Fast-frequency response from batteries clears at 16.4 USD/MW-hour.,2601.604,2591.239,10.365,0.981,1.018,0.717,47.5,IEEE-118,SCN_MA_0019,none,N/A,N/A,T07,True,True,3,4.0,True,0.0,0.0,0.354,0.522,0.827,True,87.4,False,none,0.76,physics-constrained synthetic generation,2024-01-01
MA_0020,market_analysis,train,reasoning,medium,How does a 327 MW generation outage affect real-time prices in Zone B?,Loss of 327 MW tightens supply margin from 17.2% to 11.2% and raises real-time price from 55.5 to 79.5 USD/MWh. Demand response at the 67 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,3540.993,3526.885,14.108,0.97,1.028,0.779,28.6,IEEE-118,SCN_MA_0020,none,N/A,N/A,T08,True,True,3,4.0,True,0.0,0.0,0.339,0.485,0.853,True,91.1,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0021,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 360 MW battery storage asset in today's market?,Optimal strategy: charge 360 MW overnight at 54.8 USD/MWh and discharge during the evening peak at forecast 86.8 USD/MWh. Expected daily arbitrage revenue is 42482 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 20299 USD. Power balance and voltage limits are maintained at all operating points.,3997.966,3970.175,27.791,0.971,1.029,0.757,28.2,IEEE-118,SCN_MA_0021,none,N/A,N/A,T09,True,True,3,4.67,True,0.0,0.0,0.325,0.455,0.854,True,87.8,False,none,0.81,physics-constrained synthetic generation,2024-01-01
MA_0022,market_analysis,train,factual,easy,What is the day-ahead clearing price for Peak Zone D on 31 Oct 2023?,"Day-ahead price for Peak Zone D on 31 Oct 2023 is 64.1 USD/MWh, reflecting a supply margin of 13.7% and 40% renewable penetration. The congestion component is 6.1 USD/MWh and the loss component is 1.3 USD/MWh.",3457.541,3440.339,17.202,0.966,1.019,0.604,67.3,IEEE-118,SCN_MA_0022,none,N/A,N/A,T10,True,True,3,4.67,True,0.0,0.0,0.311,0.514,0.827,True,85.7,False,none,0.8,physics-constrained synthetic generation,2024-01-01
MA_0023,market_analysis,train,reasoning,medium,How does a 292 MW generation outage affect real-time prices in Zone A?,Loss of 292 MW tightens supply margin from 12.1% to 7.9% and raises real-time price from 54.9 to 78.9 USD/MWh. Demand response at the 67 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,3499.595,3482.184,17.411,0.981,1.017,0.604,33.5,IEEE-118,SCN_MA_0023,none,N/A,N/A,T11,True,True,3,3.67,True,0.0,0.0,0.395,0.461,0.857,True,92.7,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0024,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 168 MW battery storage asset in today's market?,Optimal strategy: charge 168 MW overnight at 41.4 USD/MWh and discharge during the evening peak at forecast 73.4 USD/MWh. Expected daily arbitrage revenue is 37090 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 33334 USD. Power balance and voltage limits are maintained at all operating points.,2288.167,2276.783,11.384,0.989,1.036,0.937,30.0,IEEE-30,SCN_MA_0024,none,N/A,N/A,T12,True,True,3,4.0,True,0.0,0.0,0.31,0.497,0.828,True,94.0,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0025,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone C today?,Spinning reserve clears at 7.9 USD/MW-hour in Zone C. Total procurement for the 338 MW requirement costs 152666 USD/hour. Fast-frequency response from batteries clears at 15.6 USD/MW-hour.,2674.38,2661.075,13.305,0.967,1.015,0.775,51.5,IEEE-118,SCN_MA_0025,none,N/A,N/A,T01,True,True,3,4.33,True,0.0,0.0,0.404,0.473,0.852,True,86.8,False,none,0.78,physics-constrained synthetic generation,2024-01-01
MA_0026,market_analysis,train,reasoning,medium,How does congestion on the 15-33 interface affect locational marginal prices between Zones A and B?,Congestion on the 15-33 interface creates a 23.5 USD/MWh price wedge — Zone A clears at 49.8 USD/MWh and Zone B at 73.8 USD/MWh. Line utilisation is 0.72 pu of rated capacity. CRR holders earn 2122 USD/hour per 100 MW held. Re-dispatching 321 MW narrows the spread to 9.9 USD/MWh.,3279.82,3260.258,19.562,0.988,1.047,0.725,51.2,IEEE-118,SCN_MA_0026,none,N/A,N/A,T02,True,True,3,4.33,True,0.0,0.0,0.314,0.52,0.849,True,90.2,False,none,0.8,physics-constrained synthetic generation,2024-01-01
MA_0027,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 309 MW battery storage asset in today's market?,Optimal strategy: charge 309 MW overnight at 54.7 USD/MWh and discharge during the evening peak at forecast 86.7 USD/MWh. Expected daily arbitrage revenue is 47700 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 32523 USD. Power balance and voltage limits are maintained at all operating points.,3416.13,3395.755,20.375,0.972,1.0,0.68,14.9,IEEE-118,SCN_MA_0027,none,N/A,N/A,T03,True,True,3,4.33,True,0.0,0.0,0.353,0.508,0.836,True,91.9,False,none,0.8,physics-constrained synthetic generation,2024-01-01
MA_0028,market_analysis,train,factual,easy,What is the day-ahead clearing price for Peak Zone E on 18 May 2023?,"Day-ahead price for Peak Zone E on 18 May 2023 is 58.3 USD/MWh, reflecting a supply margin of 18.0% and 30% renewable penetration. The congestion component is 9.3 USD/MWh and the loss component is 0.8 USD/MWh.",2265.037,2256.013,9.024,0.978,1.021,0.767,65.1,IEEE-118,SCN_MA_0028,none,N/A,N/A,T04,True,True,3,3.67,True,0.0,0.0,0.318,0.535,0.827,True,91.7,False,none,0.79,physics-constrained synthetic generation,2024-01-01
MA_0029,market_analysis,train,reasoning,medium,How does a 556 MW generation outage affect real-time prices in Zone E?,Loss of 556 MW tightens supply margin from 16.2% to 10.5% and raises real-time price from 68.1 to 92.1 USD/MWh. Demand response at the 78 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,4749.962,4726.33,23.632,0.982,1.01,0.777,52.4,IEEE-30,SCN_MA_0029,none,N/A,N/A,T05,True,True,3,4.0,True,0.0,0.0,0.412,0.48,0.844,True,93.2,False,none,0.84,physics-constrained synthetic generation,2024-01-01
MA_0030,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 231 MW battery storage asset in today's market?,Optimal strategy: charge 231 MW overnight at 46.7 USD/MWh and discharge during the evening peak at forecast 78.7 USD/MWh. Expected daily arbitrage revenue is 48944 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 27603 USD. Power balance and voltage limits are maintained at all operating points.,3416.343,3392.595,23.748,0.973,1.036,0.711,57.2,IEEE-118,SCN_MA_0030,none,N/A,N/A,T06,True,True,3,4.0,True,0.0,0.0,0.397,0.447,0.823,True,89.1,False,none,0.78,physics-constrained synthetic generation,2024-01-01
MA_0031,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone E today?,Spinning reserve clears at 12.0 USD/MW-hour in Zone E. Total procurement for the 609 MW requirement costs 301641 USD/hour. Fast-frequency response from batteries clears at 10.5 USD/MW-hour.,4190.855,4165.86,24.995,0.974,1.05,0.726,12.1,IEEE-118,SCN_MA_0031,none,N/A,N/A,T07,True,True,3,4.67,True,0.0,0.0,0.317,0.437,0.832,True,91.4,False,none,0.78,physics-constrained synthetic generation,2024-01-01
MA_0032,market_analysis,train,reasoning,medium,How does a 133 MW generation outage affect real-time prices in Zone A?,Loss of 133 MW tightens supply margin from 17.8% to 11.5% and raises real-time price from 42.9 to 66.9 USD/MWh. Demand response at the 83 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,2359.229,2345.158,14.071,0.967,1.025,0.883,32.6,IEEE-118,SCN_MA_0032,none,N/A,N/A,T08,True,True,3,4.67,True,0.0,0.0,0.331,0.424,0.824,True,93.3,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0033,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 310 MW battery storage asset in today's market?,Optimal strategy: charge 310 MW overnight at 47.9 USD/MWh and discharge during the evening peak at forecast 79.9 USD/MWh. Expected daily arbitrage revenue is 44088 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 29200 USD. Power balance and voltage limits are maintained at all operating points.,2895.943,2878.671,17.272,0.953,1.02,0.826,52.2,IEEE-118,SCN_MA_0033,none,N/A,N/A,T09,True,True,3,4.67,True,0.0,0.0,0.34,0.485,0.828,True,93.2,False,none,0.84,physics-constrained synthetic generation,2024-01-01
MA_0034,market_analysis,train,factual,easy,What is the day-ahead clearing price for Peak Zone B on 20 Jul 2023?,"Day-ahead price for Peak Zone B on 20 Jul 2023 is 53.7 USD/MWh, reflecting a supply margin of 19.2% and 65% renewable penetration. The congestion component is 8.1 USD/MWh and the loss component is 1.7 USD/MWh.",2117.757,2107.221,10.536,0.979,1.033,0.638,41.6,IEEE-118,SCN_MA_0034,none,N/A,N/A,T10,True,True,3,3.67,True,0.0,0.0,0.363,0.45,0.821,True,86.1,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0035,market_analysis,train,reasoning,medium,How does a 260 MW generation outage affect real-time prices in Zone E?,Loss of 260 MW tightens supply margin from 10.6% to 6.9% and raises real-time price from 68.6 to 92.6 USD/MWh. Demand response at the 66 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,4986.971,4952.305,34.666,0.98,1.023,0.596,68.8,IEEE-118,SCN_MA_0035,none,N/A,N/A,T11,True,True,3,3.67,True,0.0,0.0,0.331,0.488,0.832,True,93.6,False,none,0.81,physics-constrained synthetic generation,2024-01-01
MA_0036,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 524 MW battery storage asset in today's market?,Optimal strategy: charge 524 MW overnight at 67.5 USD/MWh and discharge during the evening peak at forecast 99.5 USD/MWh. Expected daily arbitrage revenue is 44870 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 32628 USD. Power balance and voltage limits are maintained at all operating points.,5219.387,5183.105,36.282,0.975,1.019,0.94,27.4,IEEE-118,SCN_MA_0036,none,N/A,N/A,T12,True,True,3,5.0,True,0.0,0.0,0.391,0.52,0.852,True,89.2,False,none,0.76,physics-constrained synthetic generation,2024-01-01
MA_0037,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone E today?,Spinning reserve clears at 9.3 USD/MW-hour in Zone E. Total procurement for the 999 MW requirement costs 420602 USD/hour. Fast-frequency response from batteries clears at 16.0 USD/MW-hour.,5001.704,4966.935,34.769,0.951,1.039,0.866,64.0,IEEE-118,SCN_MA_0037,none,N/A,N/A,T01,True,True,3,3.33,True,0.0,0.0,0.343,0.528,0.825,True,85.4,False,none,0.82,physics-constrained synthetic generation,2024-01-01
MA_0038,market_analysis,train,reasoning,medium,How does congestion on the 64-65 interface affect locational marginal prices between Zones A and B?,Congestion on the 64-65 interface creates a 20.5 USD/MWh price wedge — Zone A clears at 54.8 USD/MWh and Zone B at 78.8 USD/MWh. Line utilisation is 0.73 pu of rated capacity. CRR holders earn 2512 USD/hour per 100 MW held. Re-dispatching 433 MW narrows the spread to 11.2 USD/MWh.,3911.462,3892.002,19.46,0.973,1.05,0.727,16.1,IEEE-118,SCN_MA_0038,none,N/A,N/A,T02,True,True,3,3.67,True,0.0,0.0,0.322,0.483,0.83,True,91.4,False,none,0.81,physics-constrained synthetic generation,2024-01-01
MA_0039,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 259 MW battery storage asset in today's market?,Optimal strategy: charge 259 MW overnight at 47.4 USD/MWh and discharge during the evening peak at forecast 79.4 USD/MWh. Expected daily arbitrage revenue is 42329 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 36567 USD. Power balance and voltage limits are maintained at all operating points.,3486.035,3468.692,17.343,0.976,1.035,0.726,20.0,IEEE-30,SCN_MA_0039,none,N/A,N/A,T03,True,True,3,4.0,True,0.0,0.0,0.371,0.459,0.842,True,86.6,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0040,market_analysis,train,factual,easy,What is the spinning reserve clearing price in Zone B today?,Spinning reserve clears at 11.3 USD/MW-hour in Zone B. Total procurement for the 249 MW requirement costs 111629 USD/hour. Fast-frequency response from batteries clears at 12.5 USD/MW-hour.,2094.812,2078.187,16.625,0.96,1.03,0.674,49.8,IEEE-118,SCN_MA_0040,none,N/A,N/A,T04,True,True,3,4.67,True,0.0,0.0,0.362,0.472,0.825,True,87.3,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0041,market_analysis,train,reasoning,medium,How does congestion on the 22-23 interface affect locational marginal prices between Zones A and B?,Congestion on the 22-23 interface creates a 21.9 USD/MWh price wedge — Zone A clears at 45.2 USD/MWh and Zone B at 69.2 USD/MWh. Line utilisation is 0.67 pu of rated capacity. CRR holders earn 2950 USD/hour per 100 MW held. Re-dispatching 288 MW narrows the spread to 10.8 USD/MWh.,2605.219,2592.258,12.961,0.969,1.033,0.671,46.0,IEEE-118,SCN_MA_0041,none,N/A,N/A,T05,True,True,3,3.67,True,0.0,0.0,0.385,0.493,0.83,True,90.8,False,none,0.81,physics-constrained synthetic generation,2024-01-01
MA_0042,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 460 MW battery storage asset in today's market?,Optimal strategy: charge 460 MW overnight at 65.0 USD/MWh and discharge during the evening peak at forecast 97.0 USD/MWh. Expected daily arbitrage revenue is 49223 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 28815 USD. Power balance and voltage limits are maintained at all operating points.,4670.454,4637.988,32.466,0.96,1.006,0.77,13.1,IEEE-118,SCN_MA_0042,none,N/A,N/A,T06,True,True,3,3.67,True,0.0,0.0,0.352,0.43,0.827,True,88.6,False,none,0.77,physics-constrained synthetic generation,2024-01-01
MA_0043,market_analysis,train,factual,easy,What is the day-ahead clearing price for Peak Zone D on 9 Sep 2022?,"Day-ahead price for Peak Zone D on 9 Sep 2022 is 61.6 USD/MWh, reflecting a supply margin of 19.0% and 78% renewable penetration. The congestion component is 7.0 USD/MWh and the loss component is 1.6 USD/MWh.",2937.43,2917.011,20.419,0.985,1.029,0.816,29.4,IEEE-118,SCN_MA_0043,none,N/A,N/A,T07,True,True,3,4.67,True,0.0,0.0,0.411,0.437,0.853,True,90.7,False,none,0.8,physics-constrained synthetic generation,2024-01-01
MA_0044,market_analysis,train,reasoning,medium,How does a 353 MW generation outage affect real-time prices in Zone D?,Loss of 353 MW tightens supply margin from 19.7% to 12.8% and raises real-time price from 50.1 to 74.1 USD/MWh. Demand response at the 83 USD/MWh trigger price limits further escalation. Voltage and thermal limits remain within bounds.,3261.779,3245.551,16.228,0.97,1.036,0.879,64.1,IEEE-118,SCN_MA_0044,none,N/A,N/A,T08,True,True,3,3.67,True,0.0,0.0,0.4,0.47,0.841,True,93.6,False,none,0.83,physics-constrained synthetic generation,2024-01-01
MA_0045,market_analysis,train,multi_step,hard,What bidding strategy maximises revenue for a 257 MW battery storage asset in today's market?,Optimal strategy: charge 257 MW overnight at 59.5 USD/MWh and discharge during the evening peak at forecast 91.5 USD/MWh. Expected daily arbitrage revenue is 53739 USD before 12% round-trip efficiency losses. Net daily profit after cycling costs is 32185 USD. Power balance and voltage limits are maintained at all operating points.,4510.387,4479.034,31.353,0.975,1.027,0.582,18.2,IEEE-118,SCN_MA_0045,none,N/A,N/A,T09,True,True,3,4.67,True,0.0,0.0,0.341,0.422,0.829,True,91.4,False,none,0.81,physics-constrained synthetic generation,2024-01-01
MA_0046,market_analysis,train,factual,easy,What is the day-ahead clearing price for Peak Zone B on 31 Oct 2023?,"Day-ahead price for Peak Zone B on 31 Oct 2023 is 74.6 USD/MWh, reflecting a supply margin of 14.5% and 20% renewable penetration. The congestion component is 10.4 USD/MWh and the loss component is 0.7 USD/MWh.",4566.586,4539.35,27.236,0.963,1.038,0.757,30.4,IEEE-118,SCN_MA_0046,none,N/A,N/A,T10,True,True,3,5.0,True,0.0,0.0,0.381,0.512,0.824,True,89.2,False,none,0.78,physics-constrained synthetic generation,2024-01-01
